"name","estimated y"
"0",48.2111339607
"1",55.8223087045
"2",39.7779478293
"3",65.5989879286
"4",43.9445706632
"5",48.1413423075
"6",48.5719272071
"7",52.0176919031
"8",55.823279275
"9",58.3603375229
"10",-5.9053842397
"11",61.9347126474
"12",69.6150938427
"13",55.823279275
"14",76.7308905205
"15",81.5906299668
"16",73.3907853321
"17",62.4730224744
"18",78.2505247785
"19",92.609345327
"20",66.9868423602
"21",73.8942126139
"22",77.6228944255
"23",63.6971437665
"24",61.4913508666
"25",68.9164062593
"26",67.4475843467
"27",75.9472012509
"28",73.4717215533
"29",72.6070960626
"30",68.9920883362
"31",77.4668355089
"32",91.8256560575
"33",5.4515129351
"34",6.7520933196
"35",35.1725837679
"36",30.150563531
"37",17.3184476345
"38",20.1134952782
"39",56.432483593
"40",25.0918917429
"41",45.0378888812
"42",78.7484992361
"43",69.81128867
"44",58.5703310926
"45",56.6249718613
"46",49.1264041314
"47",40.7216987543
"48",75.6628778838
"49",80.715916048
"50",85.682129046
"51",87.8017338993
"52",82.072242544
"53",90.1133996813
"54",79.927900156
"55",101.2309820552
"56",102.119290374
"57",96.4516172773
"58",111.6014892284
"59",83.4852913687
"60",82.1081146548
"61",70.8845092953
"62",47.3068976963
"63",42.6655469376
"64",89.9289046199
"65",45.7015846393
"66",46.9959244282
"67",50.0615646384
"68",15.7392562146
"69",46.8162155183
"70",56.4927880975
"71",70.4030970699
"72",57.5243605117
"73",46.5323793886
"74",27.5172775352
"75",43.6353975732
"76",21.200694826
"77",48.0350251724
"78",44.5998613185
"79",41.3545121985
"80",10.2775528948
"81",34.7821145014
"82",57.4358241471
"83",49.4954781377
"84",60.3838459077
"85",15.5575240232
"86",31.5629463692
"87",36.976673266
"88",38.9849239223
"89",23.9880922854
"90",33.616146411
"91",33.616146411
"92",27.8743675599
"93",49.580726163
"94",62.9400825135
"95",65.2839141259
"96",61.2636597118
"97",61.7195821785
"98",73.048155103
"99",72.1738137709
"100",74.2361949826
"101",68.9986987481
"102",56.8988217491
"103",52.0631110394
"104",51.4180837216
"105",60.9847813329
"106",47.2511630575
"107",76.2789296537
"108",87.2224241636
"109",92.951915519
"110",81.4953055181
"111",80.5683216517
"112",94.172415854
"113",88.9534140286
"114",95.8433136736
"115",80.6209641861
"116",86.724080844
"117",90.1414539082
"118",95.0248188109
"119",73.4858993031
"120",84.6883235995
