"name","estimated y"
"0",49.0170378736
"1",54.6128053507
"2",36.8231988602
"3",70.0712713777
"4",52.5338676017
"5",47.1256534522
"6",45.2500833037
"7",64.1651252018
"8",67.7095169461
"9",69.5660197633
"10",-0.5158064792
"11",65.2158593742
"12",71.6573251333
"13",67.7095169461
"14",81.8529768498
"15",83.2991439892
"16",79.3019979663
"17",75.3745534048
"18",79.8608546645
"19",89.116632256
"20",68.5338037117
"21",75.120252477
"22",76.9914102575
"23",68.7377482492
"24",64.1813552014
"25",77.4948196362
"26",73.6472302604
"27",80.319110508
"28",78.5749314752
"29",77.7016222085
"30",70.8754436804
"31",78.8223553579
"32",88.1371250764
"33",11.2161712053
"34",11.1645322606
"35",38.4427468323
"36",33.4098534822
"37",24.3095488752
"38",22.3843874951
"39",51.9704355531
"40",24.0655011942
"41",23.3754201043
"42",80.468970043
"43",66.8446971741
"44",59.8879712721
"45",54.770846963
"46",48.6985658173
"47",38.813344228
"48",76.432863787
"49",81.6638615651
"50",86.461881306
"51",85.0947120893
"52",83.4466686851
"53",91.8274323557
"54",78.9831983617
"55",95.4342431902
"56",98.4653168758
"57",93.3368532926
"58",107.2647426517
"59",84.2544605266
"60",81.0554465071
"61",74.6074849646
"62",44.0466840853
"63",39.9131164767
"64",86.80679419
"65",47.8288260352
"66",50.049680293
"67",48.7248342508
"68",16.9014042989
"69",48.788814304
"70",56.3679187194
"71",66.7875096292
"72",55.0492806922
"73",46.5780401856
"74",12.3539194707
"75",43.2873094325
"76",24.3069177405
"77",49.8395452153
"78",51.2865799646
"79",42.8913944457
"80",11.3258412839
"81",33.658962186
"82",55.570709371
"83",47.2380759462
"84",56.5221296615
"85",18.0041551521
"86",32.2095647622
"87",39.4901312829
"88",33.6210605949
"89",16.356604055
"90",21.0689297101
"91",21.0689297101
"92",31.6783913058
"93",59.526139371
"94",66.210445612
"95",62.6839734817
"96",72.973544659
"97",73.3455394269
"98",76.79802385
"99",72.2676150953
"100",72.5761493164
"101",70.7266956595
"102",72.4392109489
"103",58.9383159574
"104",57.3336715189
"105",74.6228729264
"106",47.0728615856
"107",79.0835717336
"108",92.1033730882
"109",95.5861495242
"110",87.271598568
"111",79.8872019933
"112",96.5431282041
"113",81.1729285534
"114",97.3257599865
"115",88.1560146757
"116",88.5523153298
"117",87.6361060479
"118",98.2827099221
"119",77.7372607721
"120",83.5464342749
