"name","estimated y"
"0",48.6867541217
"1",55.5755953182
"2",36.3892383333
"3",65.206666658
"4",44.1544501554
"5",46.5044201332
"6",38.2369976073
"7",52.4347630141
"8",55.8791836124
"9",58.1754640112
"10",-7.889638585
"11",63.2384480494
"12",70.0990286738
"13",55.8791836124
"14",76.1440693204
"15",81.3126730029
"16",83.4005660479
"17",85.8903852877
"18",77.0246396728
"19",91.1359684589
"20",67.0119396618
"21",73.8433232245
"22",77.4389852653
"23",61.4320613152
"24",58.203376019
"25",80.9440186371
"26",67.0124559357
"27",75.3126073741
"28",72.2715705142
"29",82.4113280426
"30",82.9308453991
"31",76.6571799063
"32",90.3202564213
"33",8.996260182
"34",9.9188689022
"35",36.5293976109
"36",31.490000245
"37",19.1416144424
"38",20.3417163417
"39",56.325123801
"40",23.5842332521
"41",45.3044425236
"42",77.6704094131
"43",64.2260203213
"44",57.2944342192
"45",56.1557338555
"46",49.1589398045
"47",38.8796369165
"48",75.9566320622
"49",79.184300697
"50",87.2730250466
"51",88.5763450048
"52",83.4393611051
"53",89.9684813804
"54",80.9933543687
"55",99.3816830537
"56",99.6309220049
"57",94.0255979222
"58",109.638106213
"59",81.9232106367
"60",80.4691827485
"61",72.2671442131
"62",42.7985107277
"63",37.1688728297
"64",89.0793803422
"65",48.1961884926
"66",50.3417555092
"67",50.6341019711
"68",11.1968479476
"69",47.3848141949
"70",57.5079204439
"71",69.5151078917
"72",57.7630503365
"73",46.6609986441
"74",1.0718065488
"75",46.2601723388
"76",26.4443455509
"77",47.3983227315
"78",45.7697778455
"79",42.5204900693
"80",6.332523822
"81",34.4367607112
"82",56.7681685594
"83",48.2888595746
"84",57.8798667815
"85",15.0121974991
"86",31.8499893177
"87",38.7049554464
"88",34.0667191981
"89",28.6263361474
"90",1.7994144877
"91",1.7994144877
"92",30.1560264169
"93",72.3484651483
"94",64.1268530707
"95",64.4117843641
"96",61.065053272
"97",70.9675974547
"98",72.7199096289
"99",71.7631855244
"100",73.8028788653
"101",68.8484499266
"102",56.7482320771
"103",56.14952648
"104",53.7679512522
"105",60.6972415439
"106",46.4871192982
"107",76.191501373
"108",90.413931934
"109",94.0431293591
"110",81.8906438823
"111",79.6966487236
"112",96.1311144707
"113",87.3602010106
"114",94.7116021709
"115",80.9339197779
"116",85.5863945556
"117",88.4431702471
"118",97.791142843
"119",74.5244210552
"120",83.1749933759
