"name","estimated y"
"0",33.8517046209
"1",43.1552718817
"2",54.3757794072
"3",83.3276186213
"4",71.5950918966
"5",68.4240284692
"6",71.0958218186
"7",89.8120414988
"8",82.0766245829
"9",85.2019823574
"10",32.2712188917
"11",71.8802895053
"12",83.2277355099
"13",82.0766245829
"14",90.1170594192
"15",87.1112171656
"16",84.2657829381
"17",84.5822261081
"18",83.4094204082
"19",77.6556422373
"20",89.2630180092
"21",84.6034894299
"22",87.6546304911
"23",76.2321843048
"24",53.1101257191
"25",91.5797838085
"26",84.644629855
"27",90.8346313171
"28",52.5427144367
"29",82.7449835183
"30",83.8133234028
"31",82.1047031623
"32",80.1673457249
"33",3.6237436617
"34",4.2520452771
"35",17.9596741698
"36",53.2037561081
"37",21.2608581914
"38",37.6407778945
"39",72.846634797
"40",32.6481071067
"41",-6.9055446626
"42",86.472634352
"43",91.0201193543
"44",57.406157313
"45",71.8897667525
"46",12.9891928629
"47",2.909793541
"48",79.6040745665
"49",82.3749349817
"50",75.5155309934
"51",78.5268927604
"52",85.2331858611
"53",77.1089854148
"54",77.6790599789
"55",84.3393664551
"56",78.4028764662
"57",90.6597541122
"58",89.3218609187
"59",82.5334716055
"60",86.1764221467
"61",85.6568359298
"62",15.0368184538
"63",29.015841554
"64",45.6351667961
"65",59.7319011763
"66",60.3844528661
"67",31.6093647513
"68",49.1216363966
"69",50.569083011
"70",65.9907526705
"71",67.8120075862
"72",48.458240158
"73",31.6336552394
"74",1.0602861961
"75",26.3016971649
"76",-2.2679233573
"77",30.8446447681
"78",32.1054909605
"79",39.5312433164
"80",37.4002561798
"81",13.9505503848
"82",37.8011428376
"83",21.993661099
"84",41.3089753128
"85",7.7034289101
"86",37.7694769056
"87",38.0995507122
"88",7.4858076129
"89",6.1092417526
"90",-0.0409734435
"91",-0.0409734435
"92",23.8445103596
"93",52.6653818542
"94",84.0399625836
"95",81.1678362945
"96",75.3927888405
"97",80.9831974254
"98",80.8166202489
"99",72.1741267044
"100",73.0331973333
"101",82.025008376
"102",81.6681517989
"103",64.3433609563
"104",64.3433609563
"105",79.2028683421
"106",26.8065483396
"107",83.6142628507
"108",99.5933122605
"109",99.0174537706
"110",96.6876267294
"111",76.4666748416
"112",100.336694646
"113",79.1903654374
"114",95.1628970609
"115",98.2137795954
"116",88.022119627
"117",85.3163527828
"118",86.5699506633
"119",81.5448560911
"120",85.3328665721
