"name","estimated y"
"0",53.1672936354
"1",55.5384424835
"2",82.2630362514
"3",60.2027905804
"4",48.5750919244
"5",16.4040663632
"6",3.5700366235
"7",57.0170888555
"8",75.8517825195
"9",58.9930462289
"10",2.6350718653
"11",49.448359138
"12",49.4616397969
"13",75.8517825195
"14",90.7062101473
"15",82.9787519195
"16",84.5724506438
"17",78.3757672573
"18",77.0827769936
"19",71.5357102034
"20",78.8433561211
"21",79.9180506066
"22",78.5187422733
"23",69.6101189871
"24",61.1563663457
"25",85.9816888653
"26",78.6202114728
"27",85.6351586126
"28",59.8346924082
"29",78.8870513749
"30",80.3697702386
"31",72.9266917174
"32",71.4330506003
"33",32.1087789868
"34",81.216544846
"35",43.5620631433
"36",82.2461435092
"37",34.7956331962
"38",29.7233768076
"39",57.2379844574
"40",22.3194304156
"41",6.5620955393
"42",78.2439003862
"43",67.1376605422
"44",52.4135633019
"45",52.425244293
"46",47.9091693648
"47",37.9484472388
"48",79.1031136155
"49",83.2674707999
"50",82.1160549629
"51",80.6024584104
"52",82.0051381637
"53",89.7664800722
"54",82.2801156471
"55",90.162748805
"56",90.7316845714
"57",89.1312805481
"58",99.1712413828
"59",86.0529175967
"60",81.2181706633
"61",92.3847960276
"62",40.6346344541
"63",34.2532974731
"64",49.462798446
"65",40.2200984448
"66",49.4169422675
"67",31.1833393429
"68",-2.3794264319
"69",50.9849767179
"70",33.3437125713
"71",58.0156738983
"72",69.2034922882
"73",30.5166982314
"74",6.4219372256
"75",2.0247600714
"76",12.5213546288
"77",31.3046016121
"78",32.193394045
"79",47.2479488093
"80",-5.904367169
"81",34.8023332973
"82",48.9582693288
"83",37.3974418536
"84",48.018294169
"85",24.9629892453
"86",35.8468268849
"87",49.3971974773
"88",49.4002731726
"89",5.7552960379
"90",2.2255009515
"91",2.2255009515
"92",49.3975796905
"93",78.7268142398
"94",80.166981774
"95",83.8847469688
"96",77.4164204546
"97",81.9318960822
"98",79.1083417181
"99",71.2710173126
"100",73.7823449118
"101",76.9242845724
"102",82.7518123761
"103",71.9911023686
"104",70.8066950282
"105",80.4632845803
"106",64.0940684629
"107",88.2439812989
"108",95.7640586908
"109",93.8133140093
"110",96.7372632293
"111",86.0986342995
"112",95.8499917552
"113",84.3744404923
"114",91.581360156
"115",93.0875855082
"116",86.0147017762
"117",88.6834585099
"118",90.6431104582
"119",49.4717476102
"120",68.9180501006
