"name","estimated y"
"0",48.1142784601
"1",56.3733605342
"2",40.9083507669
"3",67.0156107978
"4",43.8176764585
"5",48.5664739887
"6",48.9531816891
"7",51.4297414591
"8",55.5592824961
"9",58.3123098541
"10",-8.7085853714
"11",63.3344888899
"12",70.7826316654
"13",55.5592824961
"14",76.0440411017
"15",80.9117947608
"16",72.812664654
"17",62.8455871975
"18",77.6804183132
"19",91.5718234998
"20",66.2001125296
"21",73.3180942633
"22",78.0235860942
"23",63.326620329
"24",61.1926314803
"25",68.3759828318
"26",66.9586921829
"27",75.2895803223
"28",73.636291266
"29",72.0582038746
"30",69.883189697
"31",76.9259575337
"32",90.8173627203
"33",7.0261004669
"34",8.2447775361
"35",33.8483927108
"36",30.7615158247
"37",14.8162977417
"38",18.7376034442
"39",58.7877828328
"40",25.1483195798
"41",43.581917153
"42",78.1621824623
"43",69.4079454243
"44",59.6978973728
"45",56.9815949294
"46",48.9900431799
"47",41.6775028842
"48",75.6003069197
"49",80.0902631918
"50",85.5675722705
"51",87.5102237789
"52",81.9672416334
"53",88.803999322
"54",79.9355162168
"55",102.0939700728
"56",103.4431689388
"57",97.6026837623
"58",112.780682659
"59",82.9440790758
"60",82.3880304962
"61",71.3981059595
"62",48.0298508602
"63",42.7832556431
"64",88.5278823068
"65",46.2691458898
"66",47.5636036989
"67",50.0839621346
"68",12.588175719
"69",45.7706375325
"70",56.6300065943
"71",69.5037513861
"72",57.2131818908
"73",46.0837193843
"74",26.1836880455
"75",44.7097243338
"76",18.8113880604
"77",47.5643416149
"78",44.8850410406
"79",40.5717164385
"80",7.389254625
"81",35.50909134
"82",57.3224444829
"83",49.0204376603
"84",59.5364860352
"85",14.9957237975
"86",31.5121742252
"87",37.5963383481
"88",39.5036892148
"89",22.1834452952
"90",34.742458983
"91",34.742458983
"92",29.4856621192
"93",49.005030725
"94",62.2036725235
"95",66.6021262827
"96",62.0254856727
"97",60.9149475841
"98",74.1693001571
"99",74.1314188295
"100",76.2566837645
"101",67.9571107846
"102",57.5275601601
"103",51.5728186249
"104",50.9487885524
"105",62.6012234604
"106",46.9653505312
"107",76.0488165363
"108",86.8022838833
"109",92.3452660288
"110",80.5391233851
"111",80.4155475363
"112",93.6339909681
"113",89.4901136588
"114",97.0194062057
"115",80.5012420576
"116",86.3331155783
"117",91.5774972662
"118",94.6378096174
"119",73.9170837314
"120",83.9157184734
