"name","estimated y"
"0",53.668762207
"1",65.11769104
"2",52.5621871948
"3",79.223197937
"4",69.921257019
"5",55.9005851746
"6",57.7930221558
"7",85.2585678101
"8",77.9643249512
"9",92.0200805664
"10",29.4660396576
"11",85.8671188354
"12",88.6079864502
"13",77.9643249512
"14",89.2153091431
"15",90.8450241089
"16",84.041557312
"17",86.0150299072
"18",85.6863098145
"19",81.7445678711
"20",86.7732009888
"21",89.4083251953
"22",91.9151000977
"23",88.8388214111
"24",51.4451828003
"25",87.472946167
"26",76.1350402832
"27",84.9390411377
"28",67.6458206177
"29",82.9406356812
"30",83.0470581055
"31",87.6235427856
"32",85.646522522
"33",-3.6995506287
"34",-5.0085372925
"35",50.6274986267
"36",53.8874740601
"37",53.9784469604
"38",12.2858390808
"39",39.1822738647
"40",74.6039047241
"41",1.3946685791
"42",88.2216873169
"43",92.1347351074
"44",63.755607605
"45",72.4872055054
"46",59.0095024109
"47",26.6316413879
"48",79.7997665405
"49",86.220199585
"50",80.5318374634
"51",79.5812683105
"52",83.888092041
"53",73.178565979
"54",76.7732009888
"55",87.9219818115
"56",87.5343170166
"57",88.7620620728
"58",87.934425354
"59",82.9170684814
"60",89.9993286133
"61",91.3360290527
"62",26.2973823547
"63",31.6169033051
"64",63.0217094421
"65",63.6348114014
"66",63.3772315979
"67",22.9400024414
"68",43.890007019
"69",43.5827941895
"70",58.6234703064
"71",66.290222168
"72",60.0328903198
"73",30.4246883392
"74",1.0634994507
"75",41.899597168
"76",-0.7801513672
"77",27.9514102936
"78",20.9436607361
"79",39.9644470215
"80",35.6561546326
"81",18.3338432312
"82",36.045753479
"83",23.186378479
"84",43.1112747192
"85",11.9538421631
"86",38.0755386353
"87",36.9222869873
"88",7.0697174072
"89",6.2310676575
"90",0.029750824
"91",0.029750824
"92",42.7775878906
"93",64.6441040039
"94",80.2173233032
"95",82.6061248779
"96",72.9873428345
"97",80.7711486816
"98",79.9960174561
"99",74.2800292969
"100",74.2507476807
"101",85.6149291992
"102",82.1766891479
"103",65.0330581665
"104",65.0330581665
"105",77.0476989746
"106",37.750617981
"107",93.2310333252
"108",98.7304992676
"109",100.4202880859
"110",98.4742431641
"111",80.4604492188
"112",96.7273406982
"113",78.3548431396
"114",95.442565918
"115",95.3022460938
"116",81.377243042
"117",97.2400665283
"118",97.5401153564
"119",94.4902877808
"120",90.6246337891
