"name","estimated y"
"0",59.6496683285
"1",60.7429549523
"2",36.8064529847
"3",54.2292100333
"4",54.1678002298
"5",55.8950372648
"6",55.8950372648
"7",46.7755606146
"8",46.7755606146
"9",46.7755606146
"10",23.8571026082
"11",48.135451786
"12",47.1616565086
"13",46.7755606146
"14",85.1709395574
"15",85.1709395574
"16",85.1709395574
"17",62.7435027287
"18",85.1709395574
"19",85.1709395574
"20",65.3286159762
"21",65.3286159762
"22",70.001200018
"23",73.2512808795
"24",73.2512808795
"25",85.1709395574
"26",67.5687193567
"27",79.4883780346
"28",75.0249655691
"29",79.4883780346
"30",79.3414795193
"31",79.4883780346
"32",79.4883780346
"33",21.2534315217
"34",18.5042044905
"35",24.0324776218
"36",44.5733924221
"37",22.6866902151
"38",22.0545628931
"39",46.1701673498
"40",31.8235991815
"41",42.1029765728
"42",85.1709395574
"43",73.2512808795
"44",36.7063890202
"45",24.6208538585
"46",25.1257642455
"47",35.0720441939
"48",71.0460353169
"49",86.1605389624
"50",82.9656939948
"51",82.9656939948
"52",82.9656939948
"53",72.5216804874
"54",70.9160716041
"55",104.3754996095
"56",104.3754996095
"57",104.0194295179
"58",104.3754996095
"59",86.1605389624
"60",90.8331230043
"61",58.9964129262
"62",61.5182093342
"63",45.4051634092
"64",83.3407771088
"65",47.57337209
"66",23.1445848156
"67",50.3130942979
"68",56.3700675588
"69",55.5966037113
"70",54.6927668617
"71",49.4039625403
"72",79.1020061971
"73",39.6449805898
"74",17.9660462263
"75",24.9309236403
"76",13.2934621844
"77",35.9218484932
"78",41.7993718262
"79",47.0828812396
"80",47.8563450871
"81",39.3562533744
"82",41.1344146822
"83",33.8774160735
"84",37.4843038624
"85",0.6933884191
"86",33.9768805705
"87",11.2249261377
"88",13.0112649624
"89",17.9660462263
"90",13.0112649624
"91",13.0112649624
"92",-2.3406386117
"93",67.1823475192
"94",79.1020061971
"95",77.4943293781
"96",84.7520266674
"97",79.1020061971
"98",84.7520266674
"99",89.4246107092
"100",89.4246107092
"101",79.1020061971
"102",64.3080228645
"103",67.1823475192
"104",67.1823475192
"105",89.4246107092
"106",35.9218484932
"107",84.9147440809
"108",96.8344027588
"109",96.8344027588
"110",88.815941004
"111",75.2735643988
"112",96.8344027588
"113",88.4598709124
"114",93.4885250459
"115",93.4885250459
"116",96.8344027588
"117",93.1324549542
"118",96.8344027588
"119",73.923819228
"120",96.9643664716
