"name","estimated y"
"0",66.3333333333
"1",66.3333333333
"2",14.9230769231
"3",76
"4",66.3333333333
"5",80.25
"6",80.25
"7",76
"8",76
"9",85
"10",15
"11",80.25
"12",80.25
"13",76
"14",80.25
"15",80.25
"16",80.25
"17",76
"18",80.25
"19",80.25
"20",75
"21",75
"22",69.3333333333
"23",80.25
"24",80.25
"25",80.25
"26",80.25
"27",80.25
"28",75
"29",80.25
"30",85
"31",80.25
"32",80.25
"33",14.9230769231
"34",14.9230769231
"35",66.3333333333
"36",14.9230769231
"37",66.3333333333
"38",15
"39",90.25
"40",15
"41",36.25
"42",80.25
"43",80.25
"44",66.3333333333
"45",92
"46",66.3333333333
"47",15
"48",80.25
"49",36.25
"50",80.25
"51",80.25
"52",80.25
"53",90.75
"54",80.25
"55",90.25
"56",90.25
"57",90.25
"58",90.25
"59",36.25
"60",36.25
"61",80.25
"62",15
"63",15
"64",47.6666666667
"65",47.6666666667
"66",47.6666666667
"67",24.6666666667
"68",41
"69",41
"70",47.6666666667
"71",47.6666666667
"72",47.6666666667
"73",24.6666666667
"74",4
"75",47.6666666667
"76",4
"77",36.5714285714
"78",24.6666666667
"79",41
"80",41
"81",24.6666666667
"82",36.5714285714
"83",36.5714285714
"84",36.5714285714
"85",24.6666666667
"86",41
"87",36.5714285714
"88",14.9230769231
"89",4
"90",14.9230769231
"91",14.9230769231
"92",14.9230769231
"93",36.5714285714
"94",47.6666666667
"95",85.4
"96",85.4
"97",84.4
"98",79
"99",79
"100",79
"101",84.4
"102",85.4
"103",36.5714285714
"104",36.5714285714
"105",85.4
"106",36.5714285714
"107",92.8333333333
"108",92.8333333333
"109",92.8333333333
"110",90.75
"111",76.75
"112",92.8333333333
"113",76.75
"114",90.75
"115",90.75
"116",92.8333333333
"117",76.75
"118",92.8333333333
"119",92.8333333333
"120",92.8333333333
