"name","estimated y"
"0",51.5096919074
"1",53.6443216101
"2",33.4695063062
"3",67.9599293317
"4",58.4210455599
"5",45.8183522744
"6",38.6678208427
"7",66.2629714485
"8",68.9319139858
"9",68.8001877382
"10",47.9275794773
"11",68.3106564724
"12",71.5905425631
"13",68.9319139858
"14",83.347048706
"15",83.2619558833
"16",81.9628478892
"17",77.9161452024
"18",79.0926034579
"19",79.8999504406
"20",68.3688679614
"21",75.0643109237
"22",78.8656881902
"23",66.8837627108
"24",61.4222957473
"25",81.4478913813
"26",72.3949515614
"27",81.0180077261
"28",77.2926210313
"29",79.9251861666
"30",74.2451021446
"31",77.7425246861
"32",78.6032867686
"33",19.2127937032
"34",15.4241408667
"35",41.2999693305
"36",33.4440785232
"37",37.4250464356
"38",26.5395883224
"39",55.9840342551
"40",42.7663169084
"41",19.8091556215
"42",79.8879964892
"43",61.5811085578
"44",59.1811114263
"45",54.343497141
"46",46.3054005789
"47",37.2708118367
"48",77.0493214394
"49",83.0031119283
"50",80.968281445
"51",80.3931128274
"52",82.369502847
"53",83.9320126724
"54",77.9649049901
"55",85.84805785
"56",87.5271158158
"57",86.3477516776
"58",85.9852102892
"59",84.8672019522
"60",82.2034460462
"61",77.9299441855
"62",42.9016978796
"63",46.0514787791
"64",68.3801324111
"65",46.2350925466
"66",48.4330243204
"67",49.4723320424
"68",60.3432781049
"69",49.4235747604
"70",48.7095256125
"71",55.3938037082
"72",53.2706106253
"73",47.5095214958
"74",8.7398770646
"75",38.5349544261
"76",27.4431183119
"77",49.1771464172
"78",50.2058077332
"79",43.858698493
"80",60.2891609901
"81",34.2422443744
"82",48.5210489122
"83",41.0744110823
"84",47.0788288715
"85",20.6882541432
"86",32.6270183178
"87",37.9439661328
"88",27.7282223822
"89",16.5889083437
"90",9.174102589
"91",9.174102589
"92",34.8366336973
"93",69.7026818808
"94",69.308111592
"95",64.072371276
"96",75.1258996236
"97",79.3396421736
"98",78.8661005033
"99",70.4888808166
"100",70.4476033243
"101",74.5688776892
"102",74.8198946807
"103",60.8892414829
"104",58.6800579625
"105",75.1206636429
"106",46.1587529017
"107",82.3790959795
"108",94.994749241
"109",94.1568370573
"110",89.4246675938
"111",82.651197412
"112",93.1952468206
"113",81.2025319175
"114",92.8632182495
"115",90.6785483701
"116",84.6706076782
"117",86.1950882432
"118",90.6528454088
"119",83.4454666609
"120",81.7441892007
