"name","estimated y"
"0",54.1749567587
"1",57.9192114662
"2",38.7384933855
"3",67.5106128506
"4",52.5804623457
"5",47.2719068986
"6",45.8507342308
"7",55.8497229104
"8",57.3549271449
"9",58.3388808745
"10",58.1121210924
"11",70.0627819489
"12",73.9656889769
"13",57.3549271449
"14",83.7913440393
"15",82.1961156149
"16",80.8968024404
"17",67.8697569636
"18",79.297062512
"19",83.7864832079
"20",68.0862554118
"21",76.3782728454
"22",85.0340944106
"23",68.3674484099
"24",65.7277139797
"25",74.3876867998
"26",70.599903909
"27",81.1572028636
"28",73.0930388387
"29",78.2424024615
"30",71.6534304183
"31",76.9752781909
"32",82.0188330826
"33",16.8508890384
"34",11.3707702908
"35",40.426891137
"36",30.8490984369
"37",36.7905002421
"38",19.8955263484
"39",60.2025527109
"40",49.4008663263
"41",33.1048099632
"42",79.7853878145
"43",67.8887313769
"44",60.882427819
"45",55.2697822282
"46",49.3914495146
"47",39.4371701855
"48",77.8979032808
"49",82.3270356152
"50",81.6085919819
"51",81.6573269147
"52",81.8490930437
"53",83.3827079721
"54",80.0132451033
"55",88.4833506648
"56",89.3055052075
"57",87.9211879134
"58",87.709841844
"59",83.8064561713
"60",82.6575920319
"61",80.5403616002
"62",42.0199645574
"63",47.5964443787
"64",71.3229000703
"65",46.1350356889
"66",49.0252456115
"67",51.4584843793
"68",60.85
"69",50.475711669
"70",49.9477702903
"71",57.6929915685
"72",57.2733414671
"73",49.6429839005
"74",19.7919979074
"75",36.3851220312
"76",25.9251269091
"77",50.1309706236
"78",44.9433280885
"79",44.388691445
"80",60.8499999999
"81",34.6292629094
"82",50.6907031373
"83",42.4571083112
"84",50.0880393026
"85",14.4713261798
"86",29.5510622043
"87",37.5767007612
"88",33.1391043166
"89",17.5604377083
"90",22.7482239451
"91",22.7482239451
"92",31.9291151414
"93",55.1283229563
"94",69.8583708649
"95",68.2246461868
"96",72.8082438115
"97",75.5002517714
"98",78.9403178962
"99",69.9163366711
"100",70.9568833292
"101",83.784543294
"102",70.2843561264
"103",57.1539934723
"104",55.9297529783
"105",63.7852069231
"106",46.4041498651
"107",84.9698541119
"108",92.8276243868
"109",92.8696515916
"110",87.321505706
"111",85.419703149
"112",92.4996408518
"113",86.850888754
"114",92.8530904568
"115",88.1460199228
"116",86.85582055
"117",89.0924244955
"118",90.2628246759
"119",85.1062230911
"120",84.3082828087
