"name","estimated y"
"0",68.1630943961
"1",80.7659552022
"2",17.2196491234
"3",86.602860806
"4",47.296662393
"5",45.5377782167
"6",44.4630262925
"7",47.2878860345
"8",53.5893164375
"9",57.7902700395
"10",-149.4546446375
"11",-12.9824707056
"12",-118.0003646768
"13",53.5893164375
"14",83.4993739014
"15",82.0393893263
"16",82.1915472989
"17",67.3438019705
"18",80.7315627238
"19",86.3537950894
"20",57.8925888662
"21",66.1022695044
"22",79.4990146076
"23",77.9052274492
"24",77.0415436813
"25",79.9488428292
"26",74.6898969276
"27",78.5086934125
"28",72.3219314103
"29",77.2008668099
"30",75.9627719523
"31",75.7408822349
"32",81.3631146004
"33",35.9238130996
"34",-203.4616223565
"35",5.7297010234
"36",-99.015294268
"37",0.6213164512
"38",11.0627524434
"39",181.1037350123
"40",-13.1875719876
"41",31.8053962317
"42",80.9265458774
"43",76.9364084916
"44",68.4299894981
"45",54.9379760216
"46",28.8349458345
"47",72.0638576176
"48",77.381007596
"49",74.0835610266
"50",78.4319929033
"51",78.7711794547
"52",76.527782678
"53",76.9539170236
"54",87.7544274991
"55",107.431582557
"56",114.3383766169
"57",107.6021247038
"58",119.7573373408
"59",77.3750722842
"60",84.7033041415
"61",125.9061807355
"62",59.0385191069
"63",14.8950069243
"64",193.4103747258
"65",39.3235542768
"66",187.6325840476
"67",52.6154945018
"68",-294.887699437
"69",49.2673154809
"70",32.2103146834
"71",57.6509434567
"72",119.0487872849
"73",45.919313561
"74",14.2447510411
"75",13.3390628679
"76",-2.2278158454
"77",52.09000234
"78",49.2381014239
"79",45.8899224029
"80",-298.265092515
"81",52.3290290003
"82",368.4452640666
"83",19.6761039425
"84",56.5999581494
"85",13.935559742
"86",35.622606922
"87",186.5815987403
"88",19.0603477165
"89",7.5485701002
"90",12.2880775606
"91",12.2880775606
"92",-139.769604773
"93",69.7602611891
"94",72.1190730989
"95",77.8212161139
"96",67.191981201
"97",71.1504330478
"98",81.1983164765
"99",89.1241879197
"100",91.5754089315
"101",74.0005894818
"102",62.0041999767
"103",67.369417442
"104",67.1168553704
"105",75.8255837341
"106",97.1032873559
"107",87.2219024465
"108",88.1440274958
"109",90.3874242725
"110",73.1846818944
"111",79.1962870068
"112",91.3560643236
"113",95.013303144
"114",106.3162749498
"115",81.1105533377
"116",98.771818873
"117",105.3903955991
"118",99.1499160085
"119",32.1170928088
"120",79.3244850962
