"name","estimated y"
"0",49.2196472654
"1",58.9969143271
"2",33.9678884303
"3",67.1709072189
"4",46.549583776
"5",50.557647761
"6",51.7019781406
"7",54.1011990785
"8",58.9898326093
"9",62.2489216299
"10",14.7535183539
"11",65.5836184743
"12",80.1095825339
"13",58.9898326093
"14",82.1170633509
"15",88.1353804876
"16",79.8684047185
"17",66.2574706213
"18",85.8867218551
"19",95.5535089644
"20",62.8543817865
"21",67.7113909659
"22",74.3185216768
"23",72.0768203705
"24",70.5918146697
"25",75.5905838592
"26",75.1142278804
"27",82.1019591426
"28",73.3970721684
"29",79.8533005102
"30",74.2324170943
"31",85.8716176468
"32",95.5384047561
"33",-2.9452928268
"34",-0.8654007544
"35",31.8336360957
"36",25.6421484603
"37",19.1380917259
"38",21.0234665187
"39",47.3282508276
"40",39.4267614549
"41",47.420683489
"42",86.2219731421
"43",78.939640749
"44",65.7705242701
"45",57.0677117706
"46",49.7586257088
"47",47.9411649215
"48",73.3952845472
"49",92.3421707637
"50",84.1526743136
"51",84.3141204959
"52",80.4568556886
"53",88.6242766479
"54",70.2854907018
"55",110.7528705801
"56",113.9692790975
"57",109.9839794473
"58",118.0450305028
"59",94.2894938201
"60",97.3063722619
"61",67.3627582851
"62",61.323985123
"63",65.3775654394
"64",94.7692310456
"65",46.7169530252
"66",43.6320214082
"67",52.3136237301
"68",63.7742817179
"69",55.4175418066
"70",64.9619921588
"71",84.0225705231
"72",70.2609714946
"73",51.0371005461
"74",16.8787714328
"75",51.4856349025
"76",8.4519238177
"77",49.1473881643
"78",49.8666302944
"79",52.9705483709
"80",61.3272882821
"81",46.512826916
"82",56.7860341121
"83",56.8959042421
"84",73.2651807567
"85",24.9506071937
"86",42.1934900884
"87",32.8746316418
"88",43.3353503398
"89",15.6022482489
"90",40.7282451361
"91",40.7282451361
"92",27.3937277743
"93",57.1767742041
"94",70.182822603
"95",71.8681578535
"96",66.4494798217
"97",68.0956101528
"98",74.735904349
"99",78.1063581712
"100",79.5565489253
"101",72.9961289652
"102",63.380286008
"103",61.5945851966
"104",61.1603335295
"105",70.238641332
"106",54.9071868272
"107",82.254990139
"108",92.3690729986
"109",96.2263378059
"110",73.5819823643
"111",81.7808981468
"112",98.313550256
"113",90.2687699923
"114",96.50697031
"115",76.9524361866
"116",84.1602915327
"117",95.0894145685
"118",93.760726858
"119",78.7933120412
"120",95.6064752739
