"name","estimated y"
"0",52.9024812801
"1",56.031058
"2",37.4683353552
"3",67.6877974717
"4",54.5903746419
"5",46.6613056002
"6",44.2966760408
"7",57.4933710116
"8",58.8024955903
"9",59.6251959477
"10",54.766497663
"11",69.570777303
"12",72.9753898682
"13",58.8024955903
"14",84.6201568344
"15",82.4512863216
"16",81.6616546703
"17",68.9680275995
"18",79.2214331721
"19",81.8330179965
"20",68.88729164
"21",76.8434161085
"22",84.5199297065
"23",68.9233694713
"24",65.1873522617
"25",76.8201528949
"26",72.0510910313
"27",81.7648262752
"28",74.0506474488
"29",78.7591710082
"30",71.7506623542
"31",76.9329458567
"32",80.2182278176
"33",18.5481394128
"34",13.1607738385
"35",40.3018874454
"36",32.6128715803
"37",36.4652954852
"38",21.4692644046
"39",58.7940754685
"40",47.0413173212
"41",28.3653848576
"42",79.8018187397
"43",66.261323702
"44",61.2148125475
"45",55.3958849235
"46",47.8174304061
"47",38.0231753132
"48",77.6857757523
"49",82.9734130522
"50",81.4845736357
"51",81.1218745655
"52",81.9706517666
"53",83.3629814918
"54",79.1652779148
"55",87.4500620891
"56",88.5889676382
"57",87.4017597224
"58",86.7887588041
"59",84.4852423949
"60",82.7998863338
"61",79.8255419554
"62",42.0130326293
"63",47.2564851831
"64",68.9178040055
"65",46.1210004916
"66",48.5829304701
"67",50.5920481665
"68",60.8488809499
"69",49.6321593046
"70",48.8310988851
"71",56.2379136
"72",56.0430798845
"73",48.0933488409
"74",17.8814685009
"75",35.9846967322
"76",24.6117986495
"77",50.2234637806
"78",46.6664901351
"79",43.9291546441
"80",60.8486187288
"81",34.0496765598
"82",49.1626955422
"83",41.5003165872
"84",48.3857117807
"85",15.819010504
"86",30.160721564
"87",37.5357889789
"88",31.4895622084
"89",15.939025161
"90",18.4207045934
"91",18.4207045934
"92",33.3179734332
"93",58.7591451706
"94",70.1952828128
"95",67.3783219121
"96",74.5423191757
"97",77.5505204779
"98",79.5046542378
"99",71.2774191112
"100",71.9774896217
"101",80.6853832224
"102",72.0956514846
"103",59.4877441062
"104",58.013812131
"105",66.5434762571
"106",46.6392914863
"107",84.3367980903
"108",93.8133091935
"109",93.7087761628
"110",88.1906328431
"111",84.9321268102
"112",92.885834439
"113",85.1682443084
"114",93.1763830756
"115",88.9471523756
"116",86.5068541727
"117",88.2217975694
"118",90.5059706558
"119",84.8563924734
"120",83.6018489935
