"name","estimated y"
"0",52.3291069475
"1",55.1605806609
"2",36.7067905209
"3",67.9759964641
"4",55.6487371011
"5",46.4857789464
"6",43.6506765542
"7",59.5151875409
"8",60.8505461301
"9",61.5837531029
"10",53.2798213726
"11",69.089573613
"12",72.5930802185
"13",60.8505461301
"14",84.2576584804
"15",82.5556150144
"16",81.4002398234
"17",70.4179858555
"18",79.1709562874
"19",81.6342231809
"20",69.0141871432
"21",76.7471760795
"22",83.5807992249
"23",68.7507261065
"24",64.499492499
"25",77.6820630416
"26",72.5307949827
"27",81.5303424121
"28",74.8814540765
"29",78.62793658
"30",71.6347063976
"31",77.077236322
"32",80.1036747498
"33",18.1842671022
"34",13.3330159705
"35",40.3469416811
"36",32.6154723574
"37",36.5210570582
"38",22.4871794617
"39",58.1296939444
"40",46.0266346881
"41",24.7746864171
"42",79.7903496692
"43",65.4067235453
"44",61.1352000995
"45",55.2014017395
"46",47.1371446951
"47",37.5407086229
"48",77.4314997157
"49",83.1985410677
"50",81.5336348516
"51",81.0105059892
"52",81.9986111981
"53",83.4167691067
"54",78.8409383811
"55",86.8755876391
"56",88.2992857267
"57",87.1875888049
"58",86.3617333869
"59",84.8019142473
"60",82.7952374589
"61",79.2279652062
"62",42.1245907897
"63",47.0364125969
"64",69.3108823138
"65",46.1129522818
"66",48.4551180988
"67",49.9526843102
"68",60.8412115177
"69",49.3751309177
"70",48.8369776937
"71",56.1628764327
"72",55.1649006077
"73",47.3568963273
"74",15.937002053
"75",36.6553981415
"76",24.1964558304
"77",50.0087661587
"78",47.9973093237
"79",43.7385902964
"80",60.8395945273
"81",33.831194993
"82",49.0656611274
"83",41.413306519
"84",48.0918048766
"85",16.8189577845
"86",30.5612346319
"87",37.5188804262
"88",31.0334415675
"89",14.9733922672
"90",17.221298723
"91",17.221298723
"92",33.2480586914
"93",60.1336510802
"94",69.8052474256
"95",66.5611312546
"96",75.4207674657
"97",77.5691267634
"98",79.6103753449
"99",71.8640442783
"100",72.2841874385
"101",78.9198319979
"102",73.2532817336
"103",59.8637430447
"104",58.2358420147
"105",68.9747771179
"106",46.5123529892
"107",83.7596833379
"108",93.8662803088
"109",93.8316189735
"110",88.8660700642
"111",84.3207297047
"112",93.0190685561
"113",83.8458759667
"114",93.3643427613
"115",89.551416834
"116",86.3270657272
"117",87.6672687741
"118",90.7773532308
"119",84.2956578818
"120",83.1765713913
